age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,previous,y
31,others,married,3,no,2666,no,no,cellular,10,nov,2,6,yes
42,others,divorced,2,no,466,no,no,cellular,28,jan,1,0,no
32,others,married,2,no,3333,no,no,cellular,8,aug,4,0,no
35,others,married,2,no,-17,yes,no,Unknown,20,jul,1,0,no
31,business,single,3,no,98,no,yes,cellular,18,jul,2,0,no
47,others,married,2,no,332,yes,no,cellular,2,feb,1,1,no
49,others,divorced,2,no,790,yes,no,cellular,7,aug,3,0,no
35,others,married,2,no,374,yes,yes,telephone,7,aug,5,0,no
50,others,married,2,no,892,yes,yes,Unknown,15,may,1,0,no
36,others,married,3,no,579,yes,no,Unknown,16,jun,3,0,no
35,others,single,3,no,1924,yes,no,cellular,20,apr,1,0,no
32,business,married,2,no,-25,yes,no,cellular,7,may,2,0,no
51,others,married,2,no,984,yes,no,telephone,7,apr,4,0,no
49,others,divorced,2,yes,-757,yes,yes,Unknown,2,jun,1,0,no
28,business,single,3,no,6551,no,no,cellular,23,sep,1,0,yes
30,others,single,2,no,726,yes,yes,cellular,30,jul,3,0,no
36,business,married,3,no,586,yes,no,cellular,28,jan,1,0,no
50,others,married,2,no,0,yes,no,Unknown,2,jun,2,0,no
33,business,single,3,no,1160,yes,yes,cellular,7,jul,1,2,no
22,others,single,2,no,466,yes,no,cellular,20,apr,1,0,no
34,others,married,2,no,334,yes,no,cellular,17,apr,2,1,no
43,others,married,1,no,547,no,yes,Unknown,9,jun,6,0,no
36,others,married,2,no,218,yes,no,cellular,4,may,6,0,yes
55,business,married,2,no,602,no,no,cellular,7,sep,1,5,yes
28,others,married,2,no,5611,yes,no,Unknown,3,jun,2,0,no
43,others,divorced,1,no,13,no,yes,cellular,9,jul,4,0,no
36,business,married,3,no,0,yes,no,cellular,22,jul,1,0,no
31,business,married,3,no,2395,no,no,cellular,27,apr,1,0,no
39,business,single,3,no,202,yes,no,cellular,12,may,1,1,no
30,business,married,3,no,2451,yes,no,cellular,19,nov,2,1,no
51,business,married,2,no,1216,no,no,cellular,25,nov,1,0,no
34,others,single,2,no,375,yes,no,cellular,20,apr,1,0,no
40,business,married,2,no,223,yes,no,Unknown,29,may,1,0,no
57,business,married,2,no,1054,no,no,Unknown,20,jun,3,0,no
32,others,married,2,no,428,yes,no,cellular,7,may,1,1,no
55,others,married,3,no,1320,no,no,cellular,28,apr,2,0,yes
27,others,single,3,no,5883,yes,no,Unknown,28,may,2,0,no
29,business,single,2,no,732,yes,no,Unknown,19,jun,1,0,no
30,others,married,1,no,346,yes,no,Unknown,3,jun,1,0,no
33,others,married,2,no,346,yes,no,cellular,16,jul,1,0,no
33,business,single,3,no,4176,no,no,cellular,26,mar,3,0,yes
36,business,divorced,2,no,1089,yes,no,telephone,13,may,5,4,no
51,business,married,3,no,3921,yes,no,cellular,5,may,1,0,no
47,others,divorced,2,no,2836,no,yes,cellular,14,aug,2,0,no
32,others,married,2,no,-684,yes,no,cellular,13,may,8,3,no
49,business,married,2,no,1269,no,no,cellular,12,aug,9,0,no
35,business,single,3,no,1632,yes,no,Unknown,2,jun,2,0,no
21,others,single,2,no,6844,no,no,cellular,14,aug,3,7,no
55,others,married,1,no,8585,no,no,telephone,28,jan,2,0,no
33,business,married,3,no,483,yes,no,Unknown,14,may,2,0,no
75,others,married,3,no,2991,no,no,cellular,22,apr,1,0,yes
56,others,divorced,2,no,935,no,no,cellular,26,feb,1,2,no
29,others,married,3,no,534,no,no,cellular,30,apr,2,0,no
49,business,divorced,3,no,351,yes,no,cellular,21,jul,2,0,no
54,business,married,2,no,4028,yes,no,cellular,17,nov,1,0,no
48,others,married,2,no,3,no,yes,cellular,19,aug,2,0,no
57,others,married,1,no,0,no,no,cellular,20,aug,4,0,no
28,business,single,2,no,296,yes,no,Unknown,13,may,1,0,no
25,others,single,3,no,1189,no,no,cellular,3,dec,1,1,no
32,business,married,2,no,342,no,no,cellular,29,jan,1,0,no
38,business,married,2,no,1280,yes,no,cellular,6,apr,1,0,no
68,others,married,1,no,2301,no,no,cellular,14,aug,3,1,no
33,others,single,2,no,313,yes,no,Unknown,21,may,2,0,no
26,others,single,2,no,24,yes,no,Unknown,7,may,1,0,no
51,others,married,1,no,581,yes,no,cellular,11,may,1,0,no
22,business,single,2,no,594,yes,no,Unknown,13,may,1,0,no
43,others,married,2,no,-63,yes,no,Unknown,12,may,4,0,no
28,others,married,3,no,0,yes,no,cellular,23,jul,4,0,no
48,business,married,2,no,35,no,no,cellular,27,aug,4,0,no
35,others,divorced,2,no,105,yes,yes,Unknown,28,may,1,0,no
25,others,single,2,no,76,no,yes,cellular,28,jul,4,0,no
37,business,divorced,2,no,414,no,no,cellular,29,jan,2,4,no
40,business,single,3,no,0,no,yes,cellular,17,nov,1,0,no
54,others,single,2,no,1633,yes,no,Unknown,4,oct,1,0,no
42,business,married,3,no,176,yes,no,cellular,23,jul,1,0,no
52,business,married,1,no,672,no,yes,cellular,17,nov,1,0,no
53,others,married,2,no,559,yes,no,telephone,25,jul,1,0,no
34,others,single,2,no,403,no,no,cellular,5,feb,2,0,no
56,business,divorced,1,no,0,no,yes,cellular,10,jul,1,0,no
24,others,single,2,no,1925,no,no,cellular,11,aug,1,0,yes
33,others,married,1,no,198,yes,no,Unknown,7,may,2,0,no
53,business,married,3,no,944,yes,no,cellular,24,feb,1,0,no
42,others,married,2,no,-437,yes,yes,Unknown,27,may,1,0,no
31,others,married,2,no,29,no,no,cellular,30,jul,3,0,no
37,business,single,3,no,1093,yes,no,cellular,21,nov,6,2,no
38,others,married,2,no,133,yes,no,Unknown,27,may,1,0,no
41,business,divorced,2,no,348,yes,no,Unknown,27,may,3,0,no
45,others,married,2,no,1113,yes,no,Unknown,16,may,2,0,no
43,others,single,3,no,140,no,no,cellular,18,aug,7,0,no
38,others,single,3,no,69,yes,no,cellular,13,may,3,0,no
30,others,married,2,no,2153,yes,no,cellular,20,nov,1,0,no
53,others,married,2,no,70,yes,no,Unknown,5,may,2,0,no
51,others,married,1,no,3942,yes,no,Unknown,17,jun,3,0,no
45,others,married,1,no,2217,yes,no,Unknown,15,may,1,0,no
30,others,single,3,no,635,no,no,cellular,13,aug,8,0,yes
53,others,divorced,2,no,522,yes,no,Unknown,14,may,1,0,no
39,others,divorced,2,no,188,no,no,cellular,8,jul,1,0,no
39,business,single,2,no,35,no,no,Unknown,11,jun,1,0,no
42,others,married,2,no,548,no,no,Unknown,20,jun,2,0,no
59,others,divorced,2,no,21,yes,no,telephone,19,nov,2,0,no
37,others,married,1,no,3154,yes,no,cellular,17,apr,1,3,yes
32,others,married,2,no,914,no,no,cellular,15,jun,1,0,yes
39,others,divorced,2,no,1972,yes,no,cellular,9,feb,3,0,no
53,business,single,3,no,1074,yes,no,Unknown,15,may,2,0,no
60,others,divorced,2,no,496,yes,no,cellular,15,may,2,0,yes
36,others,single,2,no,328,yes,no,cellular,13,may,3,0,no
40,others,single,3,no,1175,no,no,cellular,14,apr,1,0,yes
34,others,married,1,no,1873,yes,no,cellular,2,feb,1,0,no
31,business,married,2,no,0,no,no,cellular,29,jan,2,2,no
30,business,single,2,no,818,yes,yes,cellular,16,apr,1,1,no
33,business,married,3,no,3090,yes,no,Unknown,21,may,1,0,no
49,others,divorced,3,no,0,yes,no,cellular,12,jun,3,0,no
77,others,married,1,no,1385,no,no,telephone,8,sep,4,0,no
43,others,married,3,no,10072,no,no,cellular,12,may,1,5,no
56,others,married,1,no,16432,no,no,cellular,19,feb,2,2,no
87,others,divorced,1,no,6746,no,no,telephone,21,oct,1,0,yes
36,business,single,3,no,181,yes,no,cellular,13,may,2,4,no
63,others,married,3,no,-39,no,no,cellular,1,apr,2,0,yes
42,others,divorced,2,no,11177,yes,no,cellular,14,may,6,1,no
41,others,married,2,no,1445,no,no,cellular,21,nov,3,0,no
30,business,single,3,no,305,no,no,cellular,13,aug,1,3,no
53,business,married,2,no,2693,no,no,cellular,5,mar,1,1,yes
41,business,married,3,no,2470,yes,no,cellular,6,may,2,0,no
45,others,married,2,no,530,no,yes,Unknown,17,jun,1,0,no
36,business,single,3,no,436,no,no,cellular,13,apr,1,2,yes
30,others,married,1,no,935,yes,no,cellular,5,feb,2,0,no
46,business,divorced,3,no,14481,yes,no,Unknown,30,may,1,0,yes
55,others,divorced,2,no,103,yes,no,cellular,21,jul,3,0,no
28,others,single,2,no,216,yes,no,Unknown,13,may,1,0,no
44,business,married,3,no,1791,no,no,telephone,12,aug,1,2,yes
35,business,married,3,no,753,no,no,cellular,27,aug,9,0,no
48,business,married,2,no,8,no,yes,cellular,7,jul,1,0,no
28,business,married,3,no,3844,yes,no,Unknown,3,jun,2,0,no
34,business,married,3,no,224,no,no,cellular,25,aug,5,0,no
36,others,single,1,no,2176,yes,no,Unknown,28,may,2,0,no
33,others,married,2,yes,72,yes,no,Unknown,6,may,1,0,no
44,business,married,3,no,0,yes,no,cellular,20,aug,3,0,no
58,business,married,3,no,4152,yes,no,cellular,13,may,7,6,no
36,others,married,2,no,55,yes,no,cellular,8,may,1,0,no
44,others,single,2,no,250,no,no,telephone,2,mar,2,0,yes
37,others,married,2,no,28,no,no,cellular,21,aug,2,0,no
26,others,single,2,no,940,yes,no,Unknown,6,jun,3,0,no
48,others,married,2,no,2697,yes,yes,cellular,21,nov,1,5,no
59,business,married,3,no,3342,no,no,cellular,18,mar,2,6,yes
46,others,married,1,no,107,yes,no,cellular,8,aug,6,0,no
35,others,single,2,no,2151,yes,no,Unknown,8,may,1,0,no
46,others,married,1,no,0,yes,no,Unknown,13,may,3,0,no
42,others,married,2,no,1301,yes,no,cellular,21,jul,6,0,no
33,others,divorced,2,no,69,yes,no,cellular,2,feb,2,0,no
37,others,single,2,no,253,yes,yes,Unknown,9,may,1,0,no
31,others,single,2,no,1771,yes,no,Unknown,30,may,2,0,no
34,business,married,3,no,1674,yes,no,cellular,10,mar,1,7,no
45,business,single,2,no,375,no,yes,Unknown,22,sep,1,6,no
31,business,married,2,no,625,yes,no,cellular,20,nov,1,0,no
33,others,married,2,no,1697,no,no,cellular,4,may,1,1,yes
27,business,married,2,no,47,yes,no,Unknown,18,jun,4,0,no
39,business,married,2,yes,0,no,no,Unknown,6,jun,4,0,no
45,others,married,2,no,11285,no,no,Unknown,20,jun,5,0,no
56,others,married,1,no,8318,yes,no,Unknown,16,may,2,0,no
49,others,married,1,no,0,no,no,Unknown,14,may,2,0,no
38,others,married,2,no,0,yes,yes,cellular,11,jul,2,0,no
45,others,married,3,no,970,no,no,cellular,7,aug,4,0,no
37,others,married,2,no,405,yes,no,Unknown,21,may,2,0,no
29,business,single,3,no,92,no,no,cellular,2,jun,1,5,no
41,business,married,2,no,14968,no,no,cellular,23,jul,4,0,yes
27,others,single,1,no,1,yes,no,cellular,28,jul,6,0,no
34,others,single,3,no,184,yes,no,cellular,30,jul,3,0,no
46,others,married,1,no,1823,no,no,Unknown,18,jun,3,0,no
44,business,married,2,no,266,yes,no,cellular,17,apr,2,0,no
40,others,married,2,no,3164,yes,no,cellular,3,apr,2,0,no
44,others,married,2,no,4786,yes,yes,cellular,12,may,1,0,no
36,business,married,2,no,1736,yes,no,Unknown,20,jun,1,0,no
26,others,single,1,no,177,yes,no,cellular,15,may,3,0,no
58,others,married,2,no,5087,no,no,Unknown,19,jun,1,0,no
50,business,married,2,no,0,yes,no,cellular,20,nov,1,1,no
50,business,married,1,no,276,no,yes,Unknown,17,jun,6,0,no
37,business,married,3,no,4357,no,no,cellular,31,jul,2,0,no
30,others,single,2,no,75,yes,no,Unknown,16,may,1,0,no
41,others,divorced,1,no,487,no,no,cellular,16,nov,1,1,no
34,others,single,1,no,3648,yes,no,cellular,5,feb,1,0,no
31,others,single,2,no,373,no,no,cellular,22,aug,5,0,no
29,business,single,2,no,710,yes,yes,cellular,15,may,1,2,no
35,others,married,1,no,4564,yes,no,telephone,5,feb,1,0,no
56,business,divorced,2,no,2986,no,no,cellular,30,apr,1,0,no
47,others,married,2,no,93,no,yes,cellular,18,nov,1,0,no
42,business,divorced,2,no,1811,yes,no,Unknown,14,may,1,0,no
58,business,married,3,no,-565,yes,yes,cellular,17,nov,2,0,no
51,others,married,2,no,2254,no,no,cellular,12,aug,3,0,no
26,business,single,3,no,828,yes,no,cellular,30,jan,1,0,no
36,business,married,2,no,68,no,yes,cellular,8,jul,4,0,no
39,business,single,2,no,113,yes,no,telephone,27,aug,9,0,no
50,business,married,3,no,230,no,yes,cellular,21,jul,2,0,no
63,business,married,2,no,-40,no,no,cellular,22,apr,3,0,no
35,others,single,2,no,0,no,no,cellular,28,jan,2,0,no
38,others,divorced,2,no,-345,yes,no,Unknown,28,may,2,0,no
43,business,married,2,no,132,no,no,cellular,19,aug,1,3,yes
40,business,married,2,no,99,no,no,cellular,9,feb,5,0,no
35,business,single,2,no,855,yes,no,Unknown,12,may,3,0,no
50,business,divorced,3,no,3211,yes,no,cellular,6,aug,5,0,no
55,others,divorced,1,no,0,no,no,Unknown,12,jun,8,0,no
22,others,single,2,no,2488,no,no,cellular,8,nov,2,10,yes
53,others,married,2,no,1319,no,no,Unknown,19,jun,3,0,yes
32,business,single,3,no,394,yes,no,Unknown,8,may,2,0,no
59,others,married,2,no,263,no,no,cellular,6,aug,2,0,no
42,business,divorced,2,no,435,yes,no,Unknown,30,may,1,0,no
43,others,married,1,no,720,no,no,Unknown,25,jun,8,0,no
54,others,married,1,no,6427,yes,no,telephone,19,nov,1,0,no
54,others,married,1,no,950,yes,no,Unknown,15,may,2,0,no
47,others,single,3,no,44,no,no,cellular,15,feb,1,1,no
41,business,married,3,no,1495,yes,no,cellular,19,nov,2,0,no
33,others,single,2,no,372,yes,no,Unknown,23,may,1,0,no
42,others,married,2,no,106,yes,no,Unknown,8,may,3,0,no
58,business,married,2,no,1686,no,no,cellular,4,aug,2,0,no
38,business,single,2,no,4023,no,no,Unknown,11,jun,2,0,no
50,business,divorced,3,no,0,no,no,cellular,29,aug,2,0,no
41,business,married,3,yes,-1176,yes,yes,cellular,31,jul,1,0,no
48,others,married,2,no,0,no,no,cellular,28,jan,1,0,no
53,others,divorced,1,no,235,no,no,cellular,30,jul,2,0,no
60,business,married,2,no,2525,yes,no,Unknown,2,jun,4,0,no
60,others,married,1,no,517,no,no,Unknown,12,jun,3,0,no
31,business,divorced,2,no,290,yes,no,cellular,13,apr,1,0,no
60,business,divorced,2,no,683,no,no,cellular,8,nov,1,0,no
38,business,married,3,no,613,no,no,cellular,30,apr,1,1,yes
29,others,single,2,no,-287,yes,no,cellular,18,may,1,0,no
29,others,married,2,no,15,no,no,cellular,3,jun,1,0,no
31,business,married,2,no,468,yes,no,Unknown,16,may,1,0,no
38,others,married,2,no,1403,no,no,Unknown,19,jun,2,0,no
56,others,divorced,2,no,3450,no,no,cellular,10,aug,1,2,yes
74,others,married,1,no,0,no,no,telephone,13,nov,2,2,no
34,others,married,2,no,5553,yes,no,Unknown,23,may,5,0,no
60,others,married,2,no,-46,no,no,Unknown,23,may,2,0,no
32,business,single,3,no,1431,no,no,cellular,4,feb,2,0,no
55,others,married,2,no,2408,no,no,telephone,20,nov,1,0,no
45,business,married,2,no,1525,no,no,cellular,29,jul,2,0,no
30,others,single,2,no,370,no,no,cellular,20,nov,1,0,no
35,business,married,2,no,0,no,no,cellular,17,jul,5,0,no
56,others,married,1,no,2666,yes,yes,cellular,29,jan,2,0,no
49,others,divorced,2,no,57,no,no,cellular,21,aug,3,0,no
33,business,married,2,no,21,no,no,Unknown,6,may,3,0,no
32,others,married,2,yes,98,no,yes,Unknown,23,may,1,0,no
31,others,single,2,no,629,yes,no,Unknown,21,may,2,0,no
47,business,married,2,no,794,yes,yes,cellular,17,nov,2,0,no
36,business,married,3,no,9269,yes,yes,cellular,19,nov,2,0,no
35,others,single,3,no,3552,no,no,cellular,21,nov,1,0,no
49,others,married,3,no,599,no,no,cellular,12,aug,1,0,no
44,others,single,2,no,0,yes,no,Unknown,14,may,1,0,no
46,business,divorced,1,no,429,yes,no,cellular,26,apr,2,2,yes
21,others,single,2,no,57,no,no,Unknown,4,oct,1,0,no
60,business,married,2,no,3735,no,no,cellular,22,mar,1,10,yes
53,others,divorced,2,no,1912,yes,yes,cellular,7,apr,1,2,no
23,others,single,2,no,158,yes,no,Unknown,13,may,1,0,no
38,others,divorced,2,no,902,yes,no,cellular,4,may,3,1,yes
43,business,single,3,no,11891,no,no,cellular,4,dec,5,1,yes
46,others,married,1,no,9328,yes,no,cellular,5,may,3,0,yes
53,business,single,1,no,208,yes,no,Unknown,19,may,9,0,no
31,others,single,2,no,178,yes,no,cellular,15,may,1,5,no
31,others,married,2,no,714,yes,no,Unknown,23,may,1,0,no
30,others,single,1,no,459,yes,no,cellular,17,apr,1,0,no
30,others,single,2,no,280,no,no,telephone,5,may,3,0,no
54,business,divorced,3,no,1692,yes,no,cellular,29,jul,5,0,no
39,others,single,3,no,393,no,no,cellular,28,jun,1,1,yes
39,others,married,2,no,56,yes,no,telephone,20,apr,1,0,no
46,others,divorced,2,no,355,yes,no,cellular,8,may,2,8,no
32,business,single,3,no,725,no,no,cellular,27,aug,4,0,no
32,others,married,2,no,983,yes,no,cellular,20,nov,2,1,yes
37,others,single,3,no,953,yes,no,cellular,2,feb,1,5,no
47,business,married,2,no,0,yes,yes,cellular,17,nov,2,0,no
56,others,divorced,2,no,2780,yes,no,telephone,6,feb,3,0,no
38,business,married,1,no,350,yes,no,cellular,8,may,1,0,no
52,others,married,2,no,497,yes,no,telephone,15,jul,5,0,no
54,others,single,3,no,467,yes,no,cellular,18,jul,3,0,yes
52,business,single,3,no,2290,no,no,cellular,30,apr,2,2,no
57,others,married,2,no,140,yes,no,cellular,9,jul,1,0,no
54,others,divorced,2,no,447,yes,no,Unknown,14,may,4,0,no
45,business,single,2,no,-101,yes,no,cellular,7,may,1,1,no
54,others,divorced,3,no,1323,no,no,Unknown,20,jun,4,0,no
49,others,married,2,no,402,yes,no,Unknown,19,may,1,0,no
34,others,divorced,3,no,28,no,yes,cellular,8,jul,1,0,no
35,business,single,3,no,0,no,no,cellular,25,aug,6,0,no
29,others,single,2,no,441,yes,no,cellular,17,apr,1,0,no
30,business,single,3,no,734,yes,no,Unknown,5,jun,3,0,no
41,business,married,3,no,1536,no,no,cellular,4,may,2,0,no
54,others,married,1,no,277,yes,no,cellular,19,nov,5,3,no
26,others,married,2,no,3108,yes,no,Unknown,13,may,3,0,no
40,others,single,2,no,677,yes,no,cellular,17,nov,1,5,no
38,others,married,2,no,497,yes,yes,Unknown,19,may,5,0,no
25,others,single,3,no,2022,no,no,cellular,29,jul,8,12,yes
31,others,married,1,no,-367,yes,yes,telephone,7,jul,2,0,no
37,business,single,2,no,2543,no,no,cellular,22,jun,4,0,no
38,others,divorced,3,no,915,yes,no,cellular,5,feb,7,4,no
31,others,single,3,no,2530,yes,no,cellular,16,apr,1,1,no
39,business,married,2,no,7711,yes,no,cellular,8,jul,1,0,no
27,others,divorced,2,no,114,yes,yes,Unknown,9,may,2,0,no
34,others,married,1,no,-480,yes,yes,cellular,8,jul,1,0,no
60,business,married,3,no,328,yes,no,Unknown,20,may,5,0,no
34,business,married,2,no,-33,yes,yes,cellular,10,jul,1,0,yes
39,business,married,2,no,168,yes,no,cellular,19,nov,1,0,no
34,others,married,2,no,326,yes,yes,Unknown,15,may,2,0,no
41,others,single,2,no,277,yes,no,Unknown,7,may,4,0,no
43,others,married,2,no,-235,yes,yes,Unknown,29,may,2,0,no
39,business,married,3,no,1363,no,no,cellular,21,aug,3,0,no
41,business,married,3,no,517,yes,no,Unknown,5,may,1,0,no
37,business,married,2,no,11303,no,no,cellular,26,may,2,0,no
33,others,single,2,no,129,yes,yes,cellular,20,nov,1,0,no
34,others,married,2,no,649,yes,no,cellular,6,may,1,1,no
36,others,married,1,no,95,yes,no,Unknown,9,may,2,0,no
34,others,married,2,no,650,yes,no,Unknown,30,may,2,0,no
43,others,married,1,no,-77,yes,no,Unknown,8,may,1,0,no
31,others,single,2,no,6374,yes,no,Unknown,23,may,2,0,no
40,others,married,3,no,1498,no,no,cellular,4,feb,1,0,no
33,business,married,3,no,621,no,no,cellular,12,aug,5,0,no
37,others,married,2,no,-100,yes,no,cellular,18,may,2,2,no
33,others,married,2,no,463,yes,no,Unknown,23,may,4,0,no
64,others,married,3,no,2139,no,no,cellular,13,jan,1,2,no
33,business,married,3,no,22867,yes,no,cellular,10,aug,1,2,no
47,others,married,2,no,49,yes,no,cellular,17,jul,7,0,no
27,business,married,3,no,59,no,no,cellular,28,jul,6,0,no
23,others,single,2,no,598,no,no,cellular,30,apr,1,0,no
51,others,married,2,no,328,no,no,Unknown,4,jul,1,0,no
39,business,married,1,no,551,no,yes,cellular,7,jul,5,0,no
35,others,divorced,2,no,48,yes,no,cellular,17,apr,1,0,no
70,others,divorced,2,no,6850,no,no,telephone,3,sep,1,4,no
60,others,married,2,no,1433,no,no,cellular,8,aug,4,0,no
50,business,married,3,no,2570,no,no,cellular,18,nov,2,0,no
43,others,married,2,no,-177,yes,no,Unknown,21,may,2,0,no
30,others,single,2,no,677,yes,no,cellular,21,nov,1,0,no
42,business,married,2,yes,-1300,no,no,Unknown,14,may,1,0,no
49,others,married,1,no,3376,no,no,Unknown,9,jun,3,0,no
38,business,single,3,no,38,no,no,cellular,20,aug,2,0,no
39,business,married,3,no,562,no,no,cellular,13,sep,2,0,no
35,others,single,2,no,527,no,yes,Unknown,2,jul,3,0,no
26,others,single,2,no,603,no,yes,cellular,17,jul,1,0,no
46,others,married,2,no,966,yes,yes,cellular,19,aug,2,0,no
43,business,divorced,3,no,1756,no,no,Unknown,17,jun,1,0,no
46,others,married,1,no,49,no,no,cellular,27,aug,6,0,no
31,business,single,2,no,159,yes,no,Unknown,23,may,1,0,no
39,others,married,2,no,1444,no,no,telephone,25,jul,8,0,yes
46,others,divorced,1,yes,-17,no,yes,cellular,4,feb,2,0,no
59,others,married,1,no,3400,yes,no,cellular,5,aug,3,0,yes
60,others,married,1,no,211,no,no,cellular,21,aug,1,0,no
55,others,married,2,no,1569,yes,no,cellular,8,may,4,0,no
53,others,single,2,no,5715,no,no,cellular,28,jan,2,0,no
27,business,single,1,yes,13,no,no,cellular,30,jan,3,0,yes
32,business,single,3,no,933,yes,no,cellular,12,may,4,1,no
38,others,married,2,no,-10,no,no,Unknown,2,jun,7,0,no
56,others,married,2,no,2658,yes,no,Unknown,15,may,1,0,no
27,business,single,2,no,1,no,no,cellular,3,jun,1,0,no
57,business,married,2,no,2,no,no,Unknown,6,jun,4,0,no
52,business,married,2,no,190,no,no,cellular,27,aug,3,0,no
38,business,married,2,no,61,yes,yes,Unknown,28,may,5,0,no
36,business,single,2,no,319,yes,no,cellular,18,may,2,0,no
30,business,married,3,no,350,no,no,cellular,29,jan,2,0,no
56,others,married,2,no,25,yes,no,Unknown,19,may,1,0,no
26,others,married,2,no,77,yes,no,cellular,15,may,1,4,yes
52,others,married,3,no,2557,no,no,cellular,28,jan,5,2,yes
33,others,married,2,no,684,yes,no,Unknown,27,may,1,0,no
55,business,divorced,2,no,3524,yes,no,Unknown,19,may,6,0,no
59,others,married,2,no,1986,no,no,Unknown,11,jun,1,0,no
27,business,single,2,no,261,yes,yes,cellular,3,jun,4,0,yes
27,others,single,2,no,228,yes,yes,Unknown,15,may,5,0,no
26,others,single,2,no,531,yes,yes,cellular,6,feb,1,0,no
42,others,married,1,no,208,yes,no,cellular,20,apr,1,0,no
37,business,married,2,no,1314,yes,no,cellular,22,may,1,9,no
24,business,single,3,no,1,no,no,cellular,14,may,5,0,yes
30,others,single,2,no,1165,yes,no,cellular,18,may,2,0,no
36,others,married,1,no,2730,yes,no,cellular,9,apr,1,1,no
27,others,single,2,no,266,no,yes,cellular,7,jul,1,0,no
43,others,married,1,no,-88,yes,yes,cellular,21,nov,2,0,no
37,others,married,1,no,0,yes,no,Unknown,19,jun,3,0,no
40,business,married,2,no,8486,no,no,Unknown,6,may,3,0,no
27,others,single,3,no,15161,no,no,cellular,2,jun,1,1,yes
22,others,single,2,no,252,yes,no,cellular,7,may,3,0,no
46,others,married,2,no,940,no,no,cellular,5,aug,2,0,yes
36,others,single,2,no,111,yes,no,cellular,6,may,3,0,no
42,others,married,2,no,488,no,no,cellular,9,apr,1,1,no
45,others,divorced,2,no,0,no,no,cellular,26,aug,2,0,no
34,others,married,3,no,16992,yes,no,cellular,29,jan,1,1,no
53,business,single,2,no,545,yes,no,cellular,12,may,1,1,no
52,others,married,2,no,3429,yes,no,cellular,17,apr,1,0,no
57,others,married,1,no,270,no,no,cellular,14,aug,2,0,no
40,others,married,2,no,51,yes,no,cellular,11,may,1,0,no
54,business,married,3,no,384,yes,no,cellular,12,may,7,0,no
61,others,single,1,no,50,no,no,telephone,21,jul,6,0,no
52,others,married,2,no,2142,no,no,cellular,8,aug,2,0,no
61,others,married,2,no,1853,no,no,telephone,10,aug,1,2,yes
59,others,married,2,no,9976,yes,no,Unknown,29,may,2,0,no
38,others,married,2,yes,-10,no,no,Unknown,11,jun,1,0,no
35,business,married,3,no,648,no,no,cellular,30,jul,2,0,no
30,others,married,2,no,450,no,yes,cellular,14,jul,4,0,no
47,others,married,2,no,-18,no,yes,cellular,22,aug,2,0,no
42,others,married,2,no,171,yes,no,Unknown,14,may,1,0,no
31,business,married,3,no,272,yes,no,cellular,9,jul,1,0,no
50,business,single,2,no,692,yes,no,Unknown,30,may,8,0,no
35,business,divorced,3,no,146,no,no,cellular,20,nov,2,2,no
47,others,married,1,no,554,yes,no,Unknown,4,jun,1,0,no
39,others,divorced,1,no,8654,yes,no,cellular,14,may,4,0,no
23,others,single,2,no,9,yes,no,Unknown,21,may,1,0,no
54,business,divorced,3,no,-449,yes,no,cellular,14,may,1,0,yes
51,business,married,3,no,5254,yes,no,Unknown,23,oct,1,0,yes
53,others,single,1,no,0,no,no,Unknown,12,may,7,0,no
30,others,married,3,no,71,yes,no,cellular,25,jul,2,0,no
34,business,married,3,no,11,yes,no,cellular,18,nov,1,1,no
31,others,single,2,no,0,yes,yes,Unknown,16,may,1,0,no
34,business,single,3,no,76,yes,no,cellular,13,may,2,3,yes
46,business,married,3,no,385,yes,no,Unknown,29,may,4,0,no
51,business,married,3,no,257,yes,no,cellular,8,may,2,0,no
33,others,single,3,no,316,no,no,cellular,21,aug,3,0,no
28,others,single,2,no,11555,no,no,cellular,8,apr,2,0,no
42,others,divorced,2,no,324,yes,no,cellular,27,aug,2,0,no
42,others,married,1,no,1532,yes,no,cellular,23,jul,3,0,no
39,others,married,2,no,366,yes,no,cellular,28,jul,5,0,no
31,business,single,3,no,404,no,no,cellular,27,aug,7,0,no
29,business,married,3,no,0,no,yes,cellular,8,jul,2,0,no
43,business,married,2,no,3,yes,no,Unknown,9,may,2,0,no
57,others,married,2,no,-418,no,yes,Unknown,27,jun,1,0,no
28,business,single,3,no,191,yes,no,Unknown,4,jun,1,0,no
36,others,married,2,no,1328,yes,no,Unknown,6,jun,4,0,no
48,others,married,2,no,2697,yes,yes,Unknown,26,may,5,0,no
49,business,married,2,no,1101,no,no,cellular,18,aug,3,0,no
52,others,married,2,no,-35,no,yes,cellular,28,jan,1,0,no
32,business,married,3,no,3107,yes,yes,cellular,25,jul,1,0,no
42,business,married,3,no,157,yes,yes,Unknown,7,may,1,0,no
40,others,single,2,no,2017,yes,no,cellular,28,jan,1,1,no
36,business,married,2,no,80,yes,no,Unknown,30,may,3,0,no
46,business,married,3,no,-1092,yes,no,cellular,12,may,5,0,no
62,others,married,2,no,180,no,no,cellular,15,apr,2,0,yes
27,business,married,3,no,-23,no,no,cellular,10,jul,4,0,no
32,others,married,2,no,1214,yes,no,cellular,20,apr,1,0,no
59,others,married,2,no,0,no,no,cellular,11,mar,1,0,no
